,fitted_values,residuals
0,8.888386319128788,0.028280347537878114
1,8.869452767434803,-0.10278610076813521
2,9.022084026392001,0.7445826402746665
3,8.943272417355935,-0.059939084022602174
4,8.93386443557386,-0.21719776890719267
5,8.875430912175952,-0.17543091217595297
6,8.990088944391704,-0.10675561105837161
7,8.94400934101409,0.3059906589859107
8,8.99453285890958,-0.36119952557624657
9,8.991826573086591,-0.09182657308659081
10,9.025232354224354,-0.12523235422435341
11,8.969669831795025,0.09699683487164101
12,8.98806368296586,0.06193631703414049
13,9.022365906508128,0.09430076015853928
14,8.920643139724136,0.09602352694253113
15,9.02357918985849,-0.2569125231918221
16,8.980098314117122,0.31990168588287915
17,9.064389070816384,0.4356109291836159
18,9.006867213314958,-0.29020054664829154
19,8.99853736644605,0.3014626335539514
20,9.125663959018414,-0.10899729235174682
21,9.08254444340068,0.16745555659931988
22,9.181375480932015,0.7519578524013184
23,9.00881069136215,0.024522641971183035
24,8.931418309621519,-0.26475164295485243
25,9.004399422370735,-0.18773275570406867
26,9.166591687370447,0.7500749792962189
27,8.808559072667203,-0.12522573933386916
28,8.913139190211227,-0.14647252354455986
29,8.982028198986107,-0.09869486565277441
30,8.978966053088927,-0.04563271975559324
31,9.069658334077769,0.6470083325888982
32,8.798325357799754,0.0516746422002452
33,8.811500218498841,-0.011500218498840198
34,8.769846271475732,-0.10317960480906585
35,9.07389749679185,0.0927691698748152
36,8.758536062437495,0.3247972708958393
37,8.858846095862445,0.0744872374708887
38,8.929693487061895,0.10363984627143807
39,8.764194476149893,0.31913885718344126
40,8.902358689570082,0.19764131042991728
41,8.80056380070306,-0.20056380070306012
42,8.772755314718818,-0.3060886480521514
43,8.68356081664738,-0.31689414998071364
44,8.834698386609345,-0.2680317199426785
45,8.88598623022565,-0.01931956355898201
46,8.821488501200935,-0.3381551678676029
47,8.69473479134993,-0.4947347913499307
48,8.787263669701586,-0.10393033636825244
49,8.879526923469129,0.13713974319753852
50,8.76815886469785,-0.2681588646978508
51,8.714827076835752,0.051839589830915855
52,8.753607894726061,1.0630587719406055
53,8.723064693424668,-0.28973136009133427
54,8.739411922915455,-0.02274525624878798
55,8.753634178366815,-0.320300845033481
56,8.715185434668097,-0.5818521013347642
57,8.868977394401021,-0.28564406106768736
58,8.693323706894464,-0.1766570402277967
59,8.707104217418822,-0.09043755075215465
60,8.775032070375094,-0.3250320703750944
61,8.658161500112074,-0.1748281667787417
62,8.66403910974708,-0.29737244308041255
63,8.762396888345652,-0.37906355501231914
64,8.79998441890072,-0.23331775223405415
65,8.882025347327634,-0.3320253473276331
66,8.889032927691105,-0.18903292769110536
67,8.753671789328868,-0.2536717893288678
68,9.061226925802845,-0.12789359246951193
69,8.9232673596458,-0.1899340263124678
70,8.857794133437046,0.4922058665629532
71,9.016738017908983,-0.3500713512423168
72,9.14227433213657,0.17439233453009706
73,9.019428987056456,-0.20276232038978925
74,8.905541021538452,-0.1388743548717848
75,8.938331593469481,0.11166840653051935
76,9.17602413541008,-0.2760241354100792
77,9.058625160650681,0.3747081726826522
78,9.196370680115525,1.2536293198844746
79,9.32893269001541,-0.07893269001541015
80,9.285525801759269,-0.21885913509260213
81,9.259857191882517,0.5401428081174835
82,8.960419611032826,0.23958038896717326
83,9.403441418167473,0.4965585818325273
84,9.126712081394793,0.07328791860520667
85,9.126589938036723,0.17341006196327768
86,9.477257423755086,0.23940924291158083
87,9.378759522594393,0.20457381073894076
88,9.313502799137398,0.45316386752926974
89,9.302769705061818,-0.05276970506181833
90,9.187850482882501,0.4454828504508317
91,9.132681584397156,0.6006517489361762
92,9.448776814661933,0.917889852004734
93,9.35269377842458,0.48063955490875365
94,9.298552602061768,0.5347807312715656
95,8.954475684065377,0.578857649267956
96,9.392874242011711,0.7904590913216225
97,9.13998343765782,0.14334989567551304
98,9.372224430481277,0.4611089028520574
99,9.336766961687324,0.9798997049793421
100,9.445360699621352,0.6046393003786488
101,9.062088831155577,-0.1120888311555781
102,9.027130379096032,0.0728696209039672
103,8.993045412612732,0.42362125405393414
104,9.046906162253915,0.10309383774608527
105,8.903603406644448,-0.10360340664444756
106,8.847899705256177,0.0021002947438226727
107,8.891952337146323,-0.041952337146323515
108,9.038524712998223,0.09480862033510995
109,8.794324874391782,-0.16099154105844882
110,8.848457774341545,-0.01512444100821142
111,8.897882383303047,-0.06454904996971322
112,9.196921893236407,0.2864114400969253
113,8.881784684753116,-0.0817846847531154
114,8.904065733206691,-0.23739906654002496
115,8.757034801661398,-0.14036813499473055
116,9.044576975208534,0.40542302479146564
117,9.02201762035944,-0.03868428702610771
118,8.852990657070361,-0.00299065707036128
119,8.98833728723265,0.4449960461006839
120,8.83517625562412,-0.01850958895745336
121,8.981479789335632,1.2518535439977008
122,8.923210754357582,0.9434559123090853
123,8.881165192036638,-0.3144985253699719
124,8.7729847133835,-0.32298471338350154
125,8.822487544026378,-0.07248754402637836
126,8.807142479386242,0.5595241872804255
127,8.835522088917726,-0.10218875558439322
128,8.795679685924197,-0.01234635259086403
129,8.797033368954779,0.4196332977118882
130,8.7062034193047,0.12712991402863416
131,8.774584163797865,0.6587491695354686
132,8.818765243655951,0.4479014230107161
133,8.750004069485858,0.01666259718080987
134,8.641500042935629,0.04183329039770456
135,8.697011946050237,0.10298805394976362
136,8.777768190161087,0.30556514317224703
137,8.806793144316323,0.10987352235034287
138,8.736532667923733,0.013467332076267269
139,8.77200061679773,-0.08866728346439601
140,8.72925396682575,-0.029253966825750766
141,8.82094702967302,0.34571963699364616
142,8.85744061084671,-0.10744061084671053
143,8.769814950692975,-0.01981495069297523
144,8.796136454213647,1.287196879119687
145,8.567528019340461,0.41580531399287146
146,8.600686700763553,0.06597996590311261
147,9.005405635464436,-0.17207230213110236
148,8.981951833443508,-0.14861850011017452
149,8.945634464168327,0.1876988691650059
150,8.728802373608039,-0.062135706941372604
