,activity_type,date,title,distance,calories,time,avg_hr,max_hr,avg_cadence,max_cadence,avg_pace,best_pace,total_ascent,total_descent,avg_stride,moving_time,elapsed_time,min_elevation,max_elevation,temp,humidity,wind,year,month,elev_diff,pace_str,pace_min,pace_sec,avg_pace_int
133,Running,2020-12-14,Shawnee Running,4.0,385,00:35:05,165,183,173,185,8:46,7:33,116,119,1.06,00:34:48,00:36:36,781,906,37,41,5,2020,12,125,8:46,8,46,8.766666666666667
134,Running,2020-12-11,Shawnee Running,3.01,277,00:26:07,161,182,173,223,8:41,7:08,96,125,1.07,00:25:56,00:29:57,780,906,43,75,12,2020,12,126,8:41,8,41,8.683333333333334
135,Running,2020-12-07,Shawnee Running,3.01,298,00:26:28,167,185,169,215,8:48,7:21,86,114,1.08,00:26:17,00:27:20,787,905,54,41,8,2020,12,118,8:48,8,48,8.8
136,Running,2020-12-01,Shawnee Running,3.09,297,00:28:03,159,180,170,185,9:05,6:52,96,123,1.04,00:27:54,00:30:14,780,905,50,32,14,2020,12,125,9:05,9,5,9.083333333333334
137,Running,2020-11-30,Shawnee Running,3.0,287,00:26:47,160,182,168,187,8:55,7:28,93,122,1.08,00:26:38,00:30:15,780,905,39,35,12,2020,11,125,8:55,8,55,8.916666666666666
138,Running,2020-11-17,Shawnee Running,3.0,275,00:26:15,159,181,168,187,8:45,7:22,96,125,1.09,00:26:07,00:29:00,780,906,55,35,12,2020,11,126,8:45,8,45,8.75
139,Running,2020-11-16,Shawnee Running,3.0,281,00:26:04,162,182,172,183,8:41,7:30,96,125,1.08,00:25:55,00:28:35,781,905,63,29,7,2020,11,124,8:41,8,41,8.683333333333334
140,Running,2020-11-13,Shawnee Running,4.0,369,00:34:52,160,182,172,187,8:42,7:09,116,118,1.08,00:34:35,00:37:09,780,906,48,32,10,2020,11,126,8:42,8,42,8.7
141,Running,2020-11-09,Shawnee Running,4.0,384,00:36:38,162,182,166,183,9:10,7:11,123,126,1.06,00:36:21,00:40:26,780,908,72,57,12,2020,11,128,9:10,9,10,9.166666666666666
142,Running,2020-11-03,Shawnee Running,4.0,388,00:35:03,167,186,171,187,8:45,7:00,114,119,1.07,00:34:51,00:37:45,780,906,75,31,15,2020,11,126,8:45,8,45,8.75
143,Running,2020-11-02,Shawnee Running,4.0,398,00:34:58,169,186,171,189,8:45,7:13,120,119,1.08,00:34:52,00:36:57,780,906,66,32,13,2020,11,126,8:45,8,45,8.75
144,Running,2020-10-30,Shawnee Running,5.01,502,00:50:33,159,193,152,221,10:05,4:31,124,152,1.05,00:50:22,00:54:30,750,906,63,42,7,2020,10,156,10:05,10,5,10.083333333333334
145,Running,2020-10-28,Shawnee Running,4.01,394,00:36:02,164,183,169,183,8:59,7:28,98,117,1.06,00:35:55,00:37:24,780,905,46,66,9,2020,10,125,8:59,8,59,8.983333333333333
146,Running,2020-10-19,Shawnee Running,4.0,372,00:34:41,160,182,171,182,8:40,7:16,130,133,1.09,00:34:32,00:37:41,780,909,46,53,7,2020,10,129,8:40,8,40,8.666666666666666
147,Running,2020-10-09,Shawnee Running,5.0,467,00:44:13,160,182,169,185,8:50,7:22,116,145,1.08,00:43:51,00:47:01,763,905,79,51,14,2020,10,142,8:50,8,50,8.833333333333334
148,Running,2020-10-06,Shawnee Running,3.01,281,00:26:34,160,183,170,179,8:50,7:42,106,124,1.07,00:26:27,00:28:40,781,905,81,37,6,2020,10,124,8:50,8,50,8.833333333333334
149,Running,2020-09-30,Shawnee Running,5.0,500,00:45:43,165,184,166,183,9:08,7:39,93,132,1.06,00:45:28,00:47:10,764,907,73,27,21,2020,09,143,9:08,9,8,9.133333333333333
150,Running,2020-09-28,Shawnee Running,3.0,285,00:26:02,162,183,172,177,8:40,7:56,132,85,1.08,00:26:01,00:26:02,771,853,66,40,12,2020,09,82,8:40,8,40,8.666666666666666
151,Running,2020-09-21,Shawnee Running,4.01,434,00:39:04,165,187,155,218,9:45,7:40,120,129,1.06,00:38:48,00:40:54,780,904,79,48,10,2020,09,124,9:45,9,45,9.75
152,Running,2020-09-14,Shawnee Running,4.0,418,00:36:31,167,189,165,179,9:07,7:00,125,134,1.07,00:36:17,00:40:58,780,907,79,48,9,2020,09,127,9:07,9,7,9.116666666666667
153,Running,2020-09-01,Shawnee Running,3.0,291,00:26:23,161,185,170,185,8:47,7:18,92,120,1.08,00:26:06,00:31:13,780,905,84,62,12,2020,09,125,8:47,8,47,8.783333333333333
154,Running,2020-08-26,Shawnee Running,3.0,300,00:27:01,162,185,170,181,9:00,7:34,76,106,1.06,00:26:44,00:29:43,787,905,93,41,13,2020,08,118,9:00,9,0,9.0
155,Running,2020-08-19,Shawnee Running,3.01,296,00:26:49,162,184,169,183,8:56,7:19,105,125,1.06,00:26:24,00:30:58,787,904,82,42,6,2020,08,117,8:56,8,56,8.933333333333334
156,Running,2020-08-17,Shawnee Running,3.0,297,00:26:48,162,185,170,206,8:56,7:34,88,107,1.06,00:26:32,00:31:08,787,906,84,40,17,2020,08,119,8:56,8,56,8.933333333333334
157,Running,2020-08-12,Shawnee Running,3.0,284,00:28:39,153,182,160,185,9:33,7:39,92,118,1.05,00:28:27,00:32:15,780,903,88,55,9,2020,08,123,9:33,9,33,9.55
158,Running,2020-08-10,Shawnee Running,3.0,300,00:26:32,166,187,170,179,8:50,7:44,93,121,1.07,00:26:26,00:27:59,780,905,84,66,6,2020,08,125,8:50,8,50,8.833333333333334
159,Running,2020-08-07,Shawnee Running,4.0,412,00:37:00,165,188,165,187,9:15,7:23,129,132,1.05,00:36:54,00:38:46,780,907,81,79,9,2020,08,127,9:15,9,15,9.25
160,Running,2020-08-04,Shawnee Running,4.0,421,00:36:27,170,186,169,179,9:07,7:54,135,132,1.04,00:36:19,00:37:33,780,918,73,44,6,2020,08,138,9:07,9,7,9.116666666666667
161,Running,2020-07-27,Shawnee Running,4.01,406,00:40:18,155,186,157,221,10:03,7:41,502,499,1.02,00:40:05,00:41:40,787,931,81,74,10,2020,07,144,10:03,10,3,10.05
162,Running,2020-07-24,Shawnee Running,3.0,324,00:30:43,161,185,155,179,10:14,7:49,522,449,1.01,00:30:22,00:34:11,768,970,93,47,12,2020,07,202,10:14,10,14,10.233333333333333
163,Running,2020-07-21,Shawnee Running,3.0,313,00:28:21,164,187,162,183,9:26,7:39,97,122,1.05,00:28:10,00:30:30,780,903,82,62,0,2020,07,123,9:26,9,26,9.433333333333334
164,Running,2020-07-15,Shawnee Running,3.0,307,00:27:12,167,188,167,185,9:04,7:09,85,120,1.07,00:26:59,00:30:38,780,905,81,70,14,2020,07,125,9:04,9,4,9.066666666666666
165,Running,2020-07-13,Shawnee Running,3.01,320,00:27:54,168,189,166,181,9:17,7:30,98,126,1.05,00:27:43,00:31:19,780,907,90,43,13,2020,07,127,9:17,9,17,9.283333333333333
166,Running,2020-07-08,Shawnee Running,3.0,328,00:30:00,163,188,157,226,9:59,7:51,80,123,1.03,00:29:42,00:32:46,780,905,91,49,12,2020,07,125,9:59,9,59,9.983333333333333
167,Running,2020-06-30,Shawnee Running,3.0,321,00:28:44,166,186,158,183,9:34,7:35,86,123,1.06,00:28:29,00:33:33,781,908,88,55,12,2020,06,127,9:34,9,34,9.566666666666666
168,Running,2020-06-24,Shawnee Running,3.0,314,00:27:20,168,188,167,183,9:06,7:17,96,125,1.06,00:27:08,00:30:50,780,906,84,37,7,2020,06,126,9:06,9,6,9.1
169,Running,2020-06-22,Shawnee Running,3.0,335,00:28:40,170,189,161,181,9:32,7:35,93,120,1.05,00:28:26,00:31:09,780,905,88,43,14,2020,06,125,9:32,9,32,9.533333333333333
170,Running,2020-06-15,Shawnee Running,3.0,351,00:30:20,168,188,154,181,10:06,7:42,91,123,1.03,00:30:04,00:33:29,779,905,90,41,12,2020,06,126,10:06,10,6,10.1
171,Running,2020-06-09,Shawnee Running,3.01,335,00:29:20,166,193,159,179,9:45,7:45,96,125,1.04,00:28:54,00:34:04,779,906,88,63,16,2020,06,127,9:45,9,45,9.75
172,Running,2020-05-20,Shawnee Running,4.0,400,00:36:16,164,186,168,218,9:04,7:23,122,126,1.06,00:35:58,00:41:52,780,907,68,68,9,2020,05,127,9:04,9,4,9.066666666666666
173,Running,2020-05-15,Shawnee Running,3.0,297,00:25:49,167,186,171,211,8:36,7:41,97,126,1.1,00:25:37,00:29:49,780,907,66,83,8,2020,05,127,8:36,8,36,8.6
174,Running,2020-05-11,Shawnee Running,4.01,396,00:34:47,167,184,170,187,8:41,6:58,123,126,1.09,00:34:39,00:37:52,778,907,48,50,6,2020,05,129,8:41,8,41,8.683333333333334
175,Running,2020-05-08,Shawnee Running,4.0,396,00:36:20,163,184,165,185,9:05,7:06,117,120,1.07,00:36:06,00:38:59,780,907,57,36,14,2020,05,127,9:05,9,5,9.083333333333334
176,Running,2020-05-06,Shawnee Running,4.0,411,00:35:28,168,189,170,184,8:51,7:30,400,384,1.07,00:35:22,00:38:40,756,903,63,48,12,2020,05,147,8:51,8,51,8.85
177,Running,2020-05-01,Shawnee Running,3.0,300,00:27:16,162,184,165,183,9:04,7:37,96,126,1.07,00:27:04,00:30:36,780,907,77,47,9,2020,05,127,9:04,9,4,9.066666666666666
178,Running,2020-04-25,Shawnee Running,5.0,530,00:44:52,171,187,169,179,8:58,7:51,114,141,1.06,00:44:35,00:46:54,764,905,64,42,12,2020,04,141,8:58,8,58,8.966666666666667
179,Running,2020-04-20,Shawnee Running,4.0,397,00:36:09,163,182,167,181,9:02,7:33,130,126,1.07,00:35:54,00:38:58,780,908,70,46,12,2020,04,128,9:02,9,2,9.033333333333333
180,Running,2020-04-15,Shawnee Running,4.0,400,00:35:14,167,184,170,185,8:48,7:27,134,130,1.07,00:35:02,00:36:51,780,908,54,32,7,2020,04,128,8:48,8,48,8.8
181,Running,2020-04-14,Shawnee Running,5.0,505,00:43:57,169,184,170,183,8:47,7:32,123,159,1.07,00:43:45,00:45:43,763,906,48,27,27,2020,04,143,8:47,8,47,8.783333333333333
182,Running,2020-04-07,Shawnee Running,3.01,310,00:27:33,165,187,163,183,9:10,7:35,93,125,1.08,00:27:21,00:29:58,780,906,77,57,14,2020,04,126,9:10,9,10,9.166666666666666
183,Running,2020-04-01,Shawnee Running,3.0,298,00:27:30,162,185,163,189,9:09,7:09,96,125,1.08,00:27:18,00:30:31,780,906,72,38,17,2020,04,126,9:09,9,9,9.15
184,Running,2020-03-30,Shawnee Running,3.0,295,00:25:44,168,188,172,187,8:34,7:09,101,125,1.09,00:25:35,00:27:33,780,906,68,28,12,2020,03,126,8:34,8,34,8.566666666666666
185,Running,2020-03-27,Shawnee Running,5.0,504,00:45:10,167,186,165,215,9:02,7:16,109,145,1.08,00:44:57,00:48:11,738,906,64,83,0,2020,03,168,9:02,9,2,9.033333333333333
186,Running,2020-03-24,Shawnee Running,4.01,396,00:36:22,163,187,167,215,9:05,7:41,120,120,1.06,00:36:14,00:36:51,781,905,48,87,7,2020,03,124,9:05,9,5,9.083333333333334
187,Running,2020-03-17,Shawnee Running,3.01,285,00:25:52,164,186,172,185,8:37,7:17,99,124,1.09,00:25:47,00:28:15,780,905,48,71,8,2020,03,125,8:37,8,37,8.616666666666667
188,Running,2020-03-11,Shawnee Running,4.01,387,00:35:52,163,182,167,181,8:57,7:14,90,118,1.08,00:35:29,00:39:18,780,905,66,46,6,2020,03,125,8:57,8,57,8.95
189,Running,2020-03-06,Shawnee Running,4.0,396,00:36:19,164,188,162,185,9:04,7:12,127,131,1.09,00:36:07,00:40:31,780,907,55,16,3,2020,03,127,9:04,9,4,9.066666666666666
190,Running,2020-03-04,Shawnee Running,4.0,404,00:35:52,169,186,168,183,8:58,7:27,113,120,1.07,00:35:39,00:40:05,780,911,57,36,6,2020,03,131,8:58,8,58,8.966666666666667
191,Running,2020-03-02,Shawnee Running,3.0,295,00:27:19,163,186,166,189,9:06,7:00,95,121,1.07,00:27:02,00:30:54,780,903,54,41,6,2020,03,123,9:06,9,6,9.1
192,Running,2020-02-19,Shawnee Running,3.01,287,00:26:20,164,186,169,187,8:45,7:16,97,125,1.09,00:26:07,00:28:43,781,905,43,42,8,2020,02,124,8:45,8,45,8.75
193,Running,2020-02-17,Shawnee Running,5.01,507,00:46:14,165,184,165,179,9:14,8:06,113,141,1.06,00:45:56,00:47:15,763,905,57,67,9,2020,02,142,9:14,9,14,9.233333333333333
194,Running,2020-02-10,Shawnee Running,4.0,368,00:35:11,160,186,173,187,8:47,7:22,127,127,1.06,00:35:02,00:38:52,780,910,41,45,8,2020,02,130,8:47,8,47,8.783333333333333
195,Running,2020-02-07,Shawnee Running,4.0,379,00:35:38,162,184,172,185,8:54,7:44,132,136,1.05,00:35:27,00:37:47,780,914,36,55,13,2020,02,134,8:54,8,54,8.9
196,Running,2020-02-03,Shawnee Running,4.01,398,00:35:23,167,186,173,185,8:50,7:04,115,117,1.05,00:35:13,00:38:14,780,911,43,70,15,2020,02,131,8:50,8,50,8.833333333333334
197,Running,2020-02-02,Shawnee Running,5.01,534,00:47:59,166,187,162,185,9:35,6:38,101,138,1.04,00:47:43,00:51:32,763,906,64,37,8,2020,02,143,9:35,9,35,9.583333333333334
198,Running,2020-01-21,Shawnee Running,2.32,236,00:22:05,160,186,165,179,9:31,8:11,118,125,1.02,00:21:56,00:29:55,780,906,30,64,15,2020,01,126,9:31,9,31,9.516666666666667
199,Running,2019-10-27,Shawnee Running,5.08,515,00:46:19,166,184,171,189,9:07,7:19,119,153,1.03,00:46:09,00:48:01,763,911,55,58,6,2019,10,148,9:07,9,7,9.116666666666667
200,Running,2019-10-07,Running,4.0,390,00:36:01,164,187,172,181,9:00,7:34,122,124,1.04,00:35:47,00:41:33,780,907,68,40,0,2019,10,127,9:00,9,0,9.0
201,Running,2019-10-06,Shawnee Running,5.0,492,00:45:12,166,186,171,189,9:02,7:08,112,140,1.04,00:44:55,00:48:42,764,906,61,72,7,2019,10,142,9:02,9,2,9.033333333333333
202,Running,2019-09-29,Shawnee Running,4.0,443,00:37:54,174,191,163,183,9:29,7:42,128,109,1.04,00:37:38,00:40:54,780,918,84,66,15,2019,09,138,9:29,9,29,9.483333333333333
203,Running,2019-09-23,Shawnee Running,5.01,506,00:45:21,169,186,169,183,9:03,7:22,103,134,1.05,00:44:52,00:51:12,764,907,79,54,8,2019,09,143,9:03,9,3,9.05
204,Running,2019-09-20,Shawnee Running,3.01,279,00:25:37,164,188,172,189,8:31,6:49,94,123,1.1,00:25:22,00:30:16,780,906,75,74,16,2019,09,126,8:31,8,31,8.516666666666667
205,Running,2019-09-13,Shawnee Running,5.01,511,00:45:37,167,188,171,185,9:06,7:13,106,147,1.03,00:45:22,00:48:33,764,905,77,47,7,2019,09,141,9:06,9,6,9.1
206,Running,2019-09-04,Shawnee Running,5.02,517,00:47:00,165,185,170,187,9:22,7:58,125,153,1.01,00:46:26,00:50:00,762,906,82,45,3,2019,09,144,9:22,9,22,9.366666666666667
207,Running,2019-08-28,Shawnee Running,4.01,419,00:36:41,170,186,168,185,9:09,6:49,101,139,1.04,00:36:21,00:39:54,778,905,82,37,7,2019,08,127,9:09,9,9,9.15
208,Running,2019-06-15,Shawnee Running,6.0,707,00:56:42,172,186,161,181,9:27,7:47,123,165,1.05,00:56:04,00:58:11,762,906,77,65,15,2019,06,144,9:27,9,27,9.45
209,Running,2019-06-10,Shawnee Running,5.01,563,00:46:31,169,184,164,181,9:17,7:29,103,130,1.06,00:45:39,00:50:30,764,904,79,23,9,2019,06,140,9:17,9,17,9.283333333333333
210,Running,2019-06-07,Shawnee Running,4.0,469,00:37:29,172,189,165,181,9:22,7:34,126,134,1.04,00:37:01,00:41:16,780,917,88,36,10,2019,06,137,9:22,9,22,9.366666666666667
211,Running,2019-06-04,Shawnee Running,4.01,472,00:39:12,167,187,157,181,9:47,7:10,113,120,1.05,00:38:29,00:42:54,780,916,84,55,16,2019,06,136,9:47,9,47,9.783333333333333
212,Running,2019-05-29,Shawnee Running,5.01,546,00:45:44,169,190,168,194,9:07,7:10,100,135,1.05,00:44:40,00:47:57,762,905,68,68,9,2019,05,143,9:07,9,7,9.116666666666667
213,Running,2019-05-15,Shawnee Running,4.01,453,00:38:51,166,186,160,178,9:42,7:26,126,119,1.04,00:37:58,00:40:24,781,912,82,55,12,2019,05,131,9:42,9,42,9.7
214,Running,2019-05-04,Kansas City Running,3.2,332,00:25:56,176,187,172,182,8:06,6:57,105,96,1.16,00:25:44,00:25:56,830,954,48,93,0,2019,05,124,8:06,8,6,8.1
215,Running,2019-05-01,Shawnee Running,6.01,612,00:53:22,165,184,172,186,8:53,6:57,136,153,1.06,00:52:22,00:57:36,762,904,63,83,3,2019,05,142,8:53,8,53,8.883333333333333
216,Running,2019-04-29,Shawnee Running,5.02,470,00:44:06,154,173,172,212,8:48,6:40,109,135,1.07,00:43:16,00:48:26,764,902,61,72,15,2019,04,138,8:48,8,48,8.8
217,Running,2019-04-24,Shawnee Running,5.01,513,00:44:24,164,189,170,186,8:52,7:14,97,140,1.07,00:43:25,00:48:20,764,906,63,72,0,2019,04,142,8:52,8,52,8.866666666666667
218,Running,2019-04-16,Shawnee Running,4.01,422,00:36:51,163,182,168,182,9:12,6:54,134,133,1.05,00:36:03,00:38:10,780,905,77,54,16,2019,04,125,9:12,9,12,9.2
219,Running,2019-04-15,Shawnee Running,5.02,518,00:45:16,164,184,168,186,9:01,7:13,97,132,1.06,00:44:32,00:49:34,765,904,73,41,18,2019,04,139,9:01,9,1,9.016666666666667
220,Running,2019-04-09,Shawnee Running,5.01,525,00:45:28,165,185,170,186,9:05,6:37,105,143,1.04,00:44:35,00:49:32,763,904,75,39,14,2019,04,141,9:05,9,5,9.083333333333334
221,Running,2019-04-05,Shawnee Running,6.01,635,00:55:08,163,185,168,186,9:11,7:11,93,131,1.05,00:54:07,00:57:39,761,904,64,68,6,2019,04,143,9:11,9,11,9.183333333333334
222,Running,2019-04-01,Shawnee Running,5.0,498,00:43:18,162,188,172,186,8:39,6:41,105,132,1.08,00:42:27,00:47:56,764,903,55,38,12,2019,04,139,8:39,8,39,8.65
223,Running,2019-03-25,Shawnee Running,5.01,444,00:42:55,151,182,174,188,8:34,6:51,98,136,1.08,00:41:52,00:47:52,765,904,54,67,7,2019,03,139,8:34,8,34,8.566666666666666
224,Running,2019-03-20,Shawnee Running,5.01,481,00:43:53,157,185,170,186,8:46,7:07,96,135,1.08,00:43:00,00:46:42,762,906,57,41,18,2019,03,144,8:46,8,46,8.766666666666667
225,Running,2019-03-18,Shawnee - Running,5.0,484,00:42:49,161,183,172,186,8:34,6:51,93,135,1.09,00:42:10,00:45:27,764,906,52,35,12,2019,03,142,8:34,8,34,8.566666666666666
226,Running,2019-03-11,Shawnee - Running,5.0,517,00:43:10,169,191,172,186,8:37,7:32,117,157,1.08,00:42:11,00:45:38,763,905,54,44,6,2019,03,142,8:37,8,37,8.616666666666667
227,Running,2019-03-08,Shawnee - Running,4.01,391,00:34:21,163,184,172,186,8:34,6:47,115,133,1.09,00:33:39,00:36:12,781,905,43,81,9,2019,03,124,8:34,8,34,8.566666666666666
228,Running,2019-03-01,Shawnee - Running,6.01,580,00:51:56,160,187,174,190,8:39,6:09,105,144,1.07,00:51:01,00:54:50,761,905,36,69,6,2019,03,144,8:39,8,39,8.65
229,Running,2019-02-25,Shawnee Running,5.01,485,00:44:14,158,186,172,190,8:50,6:41,120,144,1.05,00:43:24,00:48:38,763,905,43,56,10,2019,02,142,8:50,8,50,8.833333333333334
230,Running,2019-02-19,Shawnee Running,5.0,504,00:44:59,161,182,170,186,9:00,7:26,118,146,1.05,00:44:11,00:47:05,763,906,28,74,13,2019,02,143,9:00,9,0,9.0
231,Running,2019-02-12,Shawnee Running,4.28,411,00:37:55,155,183,170,186,8:52,7:04,122,145,1.06,00:37:15,00:40:47,772,906,37,52,15,2019,02,134,8:52,8,52,8.866666666666667
232,Running,2019-02-04,Shawnee Running,5.01,470,00:42:58,157,185,172,188,8:35,6:55,104,142,1.09,00:42:15,00:45:54,763,905,30,69,13,2019,02,142,8:35,8,35,8.583333333333334
233,Running,2019-01-25,Shawnee Running,5.1,535,00:46:34,164,184,170,184,9:08,7:18,115,143,1.03,00:45:33,00:50:46,763,905,32,80,15,2019,01,142,9:08,9,8,9.133333333333333
234,Running,2019-01-14,Shawnee Running,3.0,284,00:27:51,148,178,170,186,9:16,7:23,96,124,1.03,00:27:35,00:30:03,781,904,28,100,13,2019,01,123,9:16,9,16,9.266666666666667
235,Running,2019-01-09,Shawnee Running,5.01,481,00:43:19,159,188,172,188,8:39,6:56,105,143,1.08,00:42:51,00:46:12,765,906,37,44,12,2019,01,141,8:39,8,39,8.65
236,Running,2019-01-08,Shawnee Running,6.01,637,00:52:06,170,192,172,188,8:40,6:51,106,132,1.08,00:51:41,00:54:28,762,906,50,34,17,2019,01,144,8:40,8,40,8.666666666666666
237,Running,2019-01-04,Shawnee Running,5.01,518,00:43:49,165,189,172,186,8:45,7:23,119,147,1.07,00:43:27,00:48:54,764,905,50,46,5,2019,01,141,8:45,8,45,8.75
238,Running,2018-12-22,Shawnee Running,5.01,502,00:43:56,161,187,170,180,8:46,7:46,94,130,1.08,00:43:42,00:45:05,764,906,45,66,12,2018,12,142,8:46,8,46,8.766666666666667
239,Running,2018-12-03,Shawnee Running,5.01,417,00:42:41,144,165,172,186,8:31,6:52,90,131,1.1,00:42:18,00:45:03,764,903,28,74,13,2018,12,139,8:31,8,31,8.516666666666667
240,Running,2018-11-21,Shawnee Running,6.01,594,00:50:49,166,186,172,184,8:28,6:49,117,153,1.11,00:50:25,00:54:20,761,906,59,41,16,2018,11,145,8:28,8,28,8.466666666666667
241,Running,2018-11-19,Shawnee Running,6.01,576,00:52:50,160,184,170,190,8:48,6:38,118,144,1.07,00:52:20,00:57:11,762,905,45,57,12,2018,11,143,8:48,8,48,8.8
242,Running,2018-11-14,Shawnee Running,5.01,488,00:43:06,163,183,174,188,8:37,6:39,107,144,1.08,00:42:27,00:46:51,764,905,34,47,5,2018,11,141,8:37,8,37,8.616666666666667
243,Running,2018-11-07,Shawnee Running,5.01,472,00:41:45,162,193,174,188,8:20,6:13,121,149,1.11,00:41:24,00:46:15,765,905,45,57,10,2018,11,140,8:20,8,20,8.333333333333334
244,Running,2018-10-31,Shawnee Running,7.01,678,01:00:42,162,180,172,230,8:40,6:28,163,203,1.08,01:00:09,01:04:52,762,922,55,51,8,2018,10,160,8:40,8,40,8.666666666666666
245,Running,2018-10-29,Shawnee Running,6.01,600,00:51:48,167,182,172,190,8:37,6:58,110,144,1.09,00:51:11,00:56:02,761,906,70,40,14,2018,10,145,8:37,8,37,8.616666666666667
246,Running,2018-10-26,Shawnee Running,6.01,577,00:52:04,162,176,172,188,8:40,6:58,89,133,1.08,00:51:18,00:56:34,761,908,55,67,8,2018,10,147,8:40,8,40,8.666666666666666
247,Running,2018-10-24,Shawnee Running,5.01,493,00:42:58,165,181,172,182,8:34,7:16,105,149,1.09,00:42:36,00:45:02,763,909,61,39,7,2018,10,146,8:34,8,34,8.566666666666666
248,Running,2018-10-22,Shawnee Running,6.01,609,00:52:52,166,179,170,212,8:48,6:57,119,144,1.07,00:52:07,00:57:21,762,905,70,46,7,2018,10,143,8:48,8,48,8.8
249,Running,2018-10-19,Shawnee Running,6.01,599,00:53:42,162,179,170,194,8:56,6:59,119,145,1.06,00:52:44,00:58:27,762,907,61,77,10,2018,10,145,8:56,8,56,8.933333333333334
250,Running,2018-10-17,Shawnee Running,5.01,482,00:43:56,159,181,168,186,8:46,7:00,100,142,1.09,00:43:26,00:48:10,763,905,64,45,8,2018,10,142,8:46,8,46,8.766666666666667
251,Running,2018-10-16,Shawnee Running,6.01,591,00:52:07,163,185,172,188,8:40,7:17,105,134,1.08,00:51:29,00:53:58,761,906,61,39,6,2018,10,145,8:40,8,40,8.666666666666666
252,Running,2018-10-15,Shawnee Running,5.01,479,00:42:49,161,183,172,210,8:33,7:23,101,138,1.1,00:42:20,00:45:29,763,905,45,57,6,2018,10,142,8:33,8,33,8.55
253,Running,2018-10-12,Shawnee Running,6.01,599,00:52:12,165,180,172,186,8:41,7:07,128,151,1.08,00:51:34,00:54:37,761,905,48,87,0,2018,10,144,8:41,8,41,8.683333333333334
254,Running,2018-10-05,Shawnee Running,7.01,749,01:03:20,168,186,168,186,9:02,6:40,134,143,1.06,01:02:20,01:10:03,761,905,82,66,14,2018,10,144,9:02,9,2,9.033333333333333
255,Running,2018-10-03,Shawnee Running,5.01,578,00:46:55,172,189,164,176,9:22,7:25,121,147,1.05,00:45:54,00:52:04,763,905,88,52,25,2018,10,142,9:22,9,22,9.366666666666667
256,Running,2018-10-01,Shawnee Running,6.01,659,00:54:26,170,190,166,178,9:04,6:49,130,144,1.07,00:53:41,00:57:47,761,905,77,79,15,2018,10,144,9:04,9,4,9.066666666666666
257,Running,2018-09-30,Shawnee Running,3.67,351,00:32:16,160,185,162,178,8:47,2:17,42,138,1.13,00:31:48,00:33:48,763,910,72,83,13,2018,09,147,8:47,8,47,8.783333333333333
258,Running,2018-09-16,Shawnee Running,6.01,648,00:57:21,165,182,162,218,9:33,7:47,153,187,1.04,00:56:38,00:59:39,761,904,86,49,5,2018,09,143,9:33,9,33,9.55
259,Running,2018-09-12,Shawnee Running,6.01,634,00:53:23,169,187,170,180,8:53,6:57,113,159,1.07,00:52:41,00:58:41,762,910,79,54,12,2018,09,148,8:53,8,53,8.883333333333333
260,Running,2018-09-10,Shawnee Running,5.0,524,00:42:57,170,188,168,180,8:35,7:28,189,230,1.11,00:41:51,00:47:53,765,909,79,54,6,2018,09,144,8:35,8,35,8.583333333333334
261,Running,2018-09-04,Shawnee Running,6.01,660,00:57:15,167,184,164,186,9:31,7:47,102,133,1.03,00:55:59,01:02:16,762,908,81,74,13,2018,09,146,9:31,9,31,9.516666666666667
262,Running,2018-08-31,Shawnee Running,5.0,540,00:45:57,167,186,166,182,9:11,7:07,119,146,1.06,00:45:19,00:53:21,763,905,90,59,17,2018,08,142,9:11,9,11,9.183333333333334
263,Running,2018-08-29,Shawnee Running,6.01,628,00:53:49,166,183,170,186,8:57,7:39,103,147,1.06,00:52:40,00:58:16,762,908,75,69,10,2018,08,146,8:57,8,57,8.95
264,Running,2018-08-22,Shawnee Running,8.01,868,01:11:50,170,186,170,212,8:58,7:44,146,183,1.05,01:11:15,01:14:35,758,905,81,39,6,2018,08,147,8:58,8,58,8.966666666666667
265,Running,2018-08-21,Shawnee Running,5.01,515,00:44:42,165,186,170,186,8:56,6:56,106,144,1.06,00:43:26,00:49:43,764,906,82,48,14,2018,08,142,8:56,8,56,8.933333333333334
266,Running,2018-08-13,Shawnee Running,7.01,769,01:03:51,170,186,170,182,9:07,7:17,132,159,1.04,01:03:12,01:07:42,762,905,88,52,12,2018,08,143,9:07,9,7,9.116666666666667
267,Running,2018-08-11,Shawnee Running,5.01,548,00:47:18,165,185,164,180,9:26,7:33,109,135,1.04,00:46:37,00:52:32,765,905,77,69,5,2018,08,140,9:26,9,26,9.433333333333334
268,Running,2018-08-06,Shawnee Running,4.01,439,00:36:50,168,186,166,182,9:12,7:08,97,122,1.05,00:36:09,00:40:27,780,906,95,39,12,2018,08,126,9:12,9,12,9.2
269,Running,2018-07-30,Shawnee Running,4.03,393,00:36:26,158,175,168,182,9:03,7:03,125,141,1.06,00:35:46,00:40:16,781,919,75,54,9,2018,07,138,9:03,9,3,9.05
270,Running,2018-07-29,Shawnee Running,7.0,735,01:01:14,170,185,170,180,8:45,7:18,155,193,1.08,01:00:21,01:04:32,761,905,79,65,9,2018,07,144,8:45,8,45,8.75
