Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-07-19 16:50:03,false,"Shawnee Running","4.01","389","00:37:03","159","180","166","185","9:15","7:32","113","141","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.17.4","5","0.0","00:36:51","00:40:38","774","905"
Running,2021-07-16 16:16:20,false,"Shawnee Running","5.01","520","00:48:14","162","184","160","183","9:38","7:30","102","129","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.93.3","6","0.0","00:47:43","00:54:52","764","904"
Running,2021-07-12 17:58:59,false,"Shawnee Running","3.00","314","00:29:14","160","183","157","181","9:44","7:39","103","120","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.19.2","4","0.0","00:28:59","00:30:47","780","901"
Running,2021-07-09 16:28:50,false,"Shawnee Running","3.00","308","00:31:09","153","183","150","223","10:22","7:45","96","122","1.03","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.07.6","4","0.0","00:30:54","00:34:26","780","903"
Running,2021-07-06 16:52:36,false,"Shawnee Running","3.00","307","00:29:31","159","184","157","183","9:50","7:39","91","119","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:42.59.8","3","0.0","00:29:10","00:34:37","780","905"
Running,2021-07-02 16:51:04,false,"Shawnee Running","4.00","416","00:39:22","161","186","156","185","9:50","7:37","116","145","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:40.23.4","4","0.0","00:39:02","00:43:48","773","905"
Running,2021-06-28 17:12:34,false,"Shawnee Running","4.00","397","00:38:10","161","182","162","181","9:32","7:37","111","139","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:48.56.7","4","0.0","00:37:59","00:42:29","773","905"
Running,2021-06-23 16:32:26,false,"Shawnee Running","4.00","408","00:40:42","158","185","152","183","10:11","7:34","99","126","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:36.56.7","4","0.0","00:40:32","00:43:14","780","905"
Running,2021-06-21 16:50:15,false,"Shawnee Running","4.00","379","00:37:11","160","182","165","185","9:17","7:12","116","122","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.38.4","5","0.0","00:36:58","00:38:56","781","909"
Running,2021-06-16 09:54:34,false,"Shawnee Running","3.00","305","00:29:30","159","185","157","179","9:50","7:44","105","118","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:52.89","3","0.0","00:29:08","00:32:16","780","904"
Running,2021-06-14 16:42:43,false,"Shawnee Running","3.03","304","00:31:17","154","182","151","218","10:19","7:37","85","118","1.03","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:14.42.5","4","0.0","00:30:55","00:34:22","758","903"
Running,2021-06-09 16:04:42,false,"Shawnee Running","3.00","295","00:30:12","155","183","153","185","10:03","7:03","97","119","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.84.2","4","0.0","00:30:05","00:34:27","779","902"
Running,2021-06-01 16:53:39,false,"Shawnee Running","4.00","377","00:35:50","161","180","170","185","8:57","7:46","106","134","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:42.75","4","0.0","00:35:24","00:39:39","779","905"
Running,2021-05-24 16:48:52,false,"Shawnee Running","3.00","287","00:27:18","161","181","166","180","9:06","7:37","90","121","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:45.53.9","3","0.0","00:26:57","00:29:47","780","906"
Running,2021-05-21 16:19:07,false,"Shawnee Running","4.00","373","00:37:40","156","179","162","183","9:25","7:39","106","134","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:44.16.8","4","0.0","00:37:26","00:40:25","780","906"
Running,2021-05-14 16:29:06,false,"Shawnee Running","4.00","378","00:36:37","160","181","169","183","9:09","7:51","130","133","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:53.58","4","0.0","00:36:21","00:38:51","780","906"
Running,2021-05-12 16:43:59,false,"Shawnee Running","3.00","271","00:26:26","159","179","171","191","8:48","7:05","91","121","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.25","4","0.0","00:26:15","00:30:43","780","906"
Running,2021-05-10 16:41:17,false,"Shawnee Running","4.00","379","00:35:27","164","181","170","181","8:51","7:53","123","127","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.48.3","5","0.0","00:35:10","00:36:58","781","907"
Running,2021-05-04 16:32:42,false,"Shawnee Running","3.00","281","00:26:33","163","183","169","185","8:51","7:36","92","117","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.52.9","4","0.0","00:26:17","00:30:11","781","902"
Running,2021-05-03 16:22:31,false,"Shawnee Running","4.00","401","00:36:34","166","183","166","183","9:08","7:27","116","118","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.57.4","5","0.0","00:36:20","00:38:07","780","906"
Running,2021-04-19 16:35:24,false,"Shawnee Running","3.01","267","00:25:58","158","179","172","228","8:38","7:17","99","125","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.87.8","4","0.0","00:25:47","00:29:29","781","906"
Running,2021-04-14 16:14:18,false,"Shawnee Running","3.00","283","00:26:32","162","182","169","183","8:50","6:56","87","124","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.86.6","4","0.0","00:26:10","00:30:19","780","905"
Running,2021-04-12 16:25:54,false,"Shawnee Running","3.01","278","00:26:34","159","182","170","185","8:50","7:16","91","124","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.79.3","4","0.0","00:26:16","00:29:44","780","905"
Running,2021-04-05 16:17:29,false,"Shawnee Running","3.02","306","00:28:36","161","184","158","183","9:29","7:13","84","120","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:07.96","4","0.0","00:28:26","00:32:30","780","906"
Running,2021-03-26 16:32:42,false,"Shawnee Running","4.00","389","00:35:12","164","183","171","185","8:48","7:39","133","136","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:33.21.8","4","0.0","00:35:01","00:37:11","780","907"
Running,2021-03-22 16:12:17,false,"Shawnee Running","3.01","278","00:26:02","160","181","173","183","8:40","7:18","81","123","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.68","4","0.0","00:25:52","00:28:03","780","910"
Running,2021-03-16 16:17:04,false,"Shawnee Running","4.00","363","00:34:28","160","181","173","213","8:37","7:32","123","124","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:23.53.7","4","0.0","00:34:15","00:36:53","780","906"
Running,2021-03-09 16:06:13,false,"Shawnee Running","5.00","479","00:47:15","158","181","161","223","9:27","7:39","111","138","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:36.46.5","5","0.0","00:46:47","00:50:10","764","905"
Running,2021-03-08 16:05:40,false,"Shawnee Running","3.00","277","00:26:59","158","180","166","185","8:59","7:21","97","125","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.04.4","4","0.0","00:26:41","00:31:02","780","906"
Running,2021-03-05 16:16:15,false,"Shawnee Running","3.00","273","00:26:32","160","180","171","187","8:51","7:22","92","121","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:38.48.7","3","0.0","00:26:18","00:30:21","780","906"
Running,2021-03-03 16:14:13,false,"Shawnee Running","3.00","282","00:28:18","157","181","163","185","9:26","7:21","96","127","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.01.6","4","0.0","00:28:09","00:30:33","780","907"
Running,2021-03-01 16:29:14,false,"Shawnee Running","3.01","282","00:26:33","164","181","170","218","8:49","7:19","97","124","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.81.3","4","0.0","00:26:24","00:29:34","780","905"
Running,2021-02-23 16:26:49,false,"Shawnee Running","3.00","291","00:30:43","151","185","152","181","10:14","7:44","95","120","1.03","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.11.5","4","0.0","00:30:36","00:33:36","780","902"
Running,2021-02-22 16:08:38,false,"Shawnee Running","3.00","304","00:29:37","160","180","157","187","9:52","7:16","96","123","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.16.7","4","0.0","00:29:32","00:30:45","780","904"
Running,2021-02-03 16:12:57,false,"Shawnee Running","3.01","282","00:25:46","165","185","172","185","8:34","7:17","96","123","1.10","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.96.3","4","0.0","00:25:32","00:27:27","780","904"
Running,2021-02-01 16:20:50,false,"Shawnee Running","3.00","268","00:25:21","161","182","174","187","8:27","7:01","93","122","1.10","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.50.8","4","0.0","00:25:06","00:27:36","781","906"
Running,2021-01-29 16:10:32,false,"Shawnee Running","4.00","378","00:35:00","163","185","174","187","8:45","7:19","155","160","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.82.8","5","0.0","00:34:46","00:37:34","780","923"
Running,2021-01-18 16:05:27,false,"Shawnee Running","4.00","360","00:37:30","151","178","165","189","9:22","7:18","149","144","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:23.33.7","4","0.0","00:37:20","00:40:38","780","926"
Running,2021-01-12 16:39:26,false,"Shawnee Running","3.00","279","00:26:13","163","190","171","185","8:44","7:46","98","122","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.63.6","4","0.0","00:26:02","00:27:13","780","903"
Running,2021-01-08 16:03:56,false,"Shawnee Running","4.00","376","00:35:11","163","184","174","189","8:47","7:16","115","119","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.50","5","0.0","00:34:58","00:40:24","780","916"
Running,2021-01-05 16:26:45,false,"Shawnee Running","3.00","295","00:27:40","162","181","166","186","9:13","7:35","96","124","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:40.70.2","3","0.0","00:27:29","00:29:46","780","905"
Running,2020-12-28 15:15:33,false,"Shawnee Running","4.00","383","00:35:21","164","183","172","183","8:50","7:44","92","121","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.45.7","5","0.0","00:35:03","00:37:33","778","906"
Running,2020-12-22 14:46:48,false,"Shawnee Running","3.00","281","00:28:20","156","184","162","185","9:26","7:50","94","120","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.78.2","4","0.0","00:28:08","00:29:52","780","903"
Running,2020-12-21 14:46:23,false,"Shawnee Running","4.00","396","00:37:07","164","185","164","194","9:16","7:18","153","149","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:29.28.3","4","0.0","00:36:57","00:39:59","780","923"
Running,2020-12-14 16:13:21,false,"Shawnee Running","4.00","385","00:35:05","165","183","173","185","8:46","7:33","116","119","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:36.35.4","4","0.0","00:34:48","00:36:36","781","906"
Running,2020-12-11 16:16:55,false,"Shawnee Running","3.01","277","00:26:07","161","182","173","223","8:41","7:08","96","125","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.20.3","4","0.0","00:25:56","00:29:57","780","906"
Running,2020-12-07 16:10:57,false,"Shawnee Running","3.01","298","00:26:28","167","185","169","215","8:48","7:21","86","114","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.57.2","4","0.0","00:26:17","00:27:20","787","905"
Running,2020-12-01 16:11:12,false,"Shawnee Running","3.09","297","00:28:03","159","180","170","185","9:05","6:52","96","123","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:51.78.5","4","0.0","00:27:54","00:30:14","780","905"
Running,2020-11-30 16:08:15,false,"Shawnee Running","3.00","287","00:26:47","160","182","168","187","8:55","7:28","93","122","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.77.1","4","0.0","00:26:38","00:30:15","780","905"
Running,2020-11-17 16:29:05,false,"Shawnee Running","3.00","275","00:26:15","159","181","168","187","8:45","7:22","96","125","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:30.50.2","3","0.0","00:26:07","00:29:00","780","906"
Running,2020-11-16 16:20:21,false,"Shawnee Running","3.00","281","00:26:04","162","182","172","183","8:41","7:30","96","125","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.32.7","4","0.0","00:25:55","00:28:35","781","905"
Running,2020-11-13 16:16:40,false,"Shawnee Running","4.00","369","00:34:52","160","182","172","187","8:42","7:09","116","118","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.49.6","5","0.0","00:34:35","00:37:09","780","906"
Running,2020-11-09 16:03:38,false,"Shawnee Running","4.00","384","00:36:38","162","182","166","183","9:10","7:11","123","126","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:27.81.2","4","0.0","00:36:21","00:40:26","780","908"
Running,2020-11-03 16:18:14,false,"Shawnee Running","4.00","388","00:35:03","167","186","171","187","8:45","7:00","114","119","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.04.4","5","0.0","00:34:51","00:37:45","780","906"
Running,2020-11-02 16:16:52,false,"Shawnee Running","4.00","398","00:34:58","169","186","171","189","8:45","7:13","120","119","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:34.78.6","4","0.0","00:34:52","00:36:57","780","906"
Running,2020-10-30 16:31:47,false,"Shawnee Running","5.01","502","00:50:33","159","193","152","221","10:05","4:31","124","152","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.51.2","6","0.0","00:50:22","00:54:30","750","906"
Running,2020-10-28 15:10:38,false,"Shawnee Running","4.01","394","00:36:02","164","183","169","183","8:59","7:28","98","117","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:06.32.8","5","0.0","00:35:55","00:37:24","780","905"
Running,2020-10-19 16:44:22,false,"Shawnee Running","4.00","372","00:34:41","160","182","171","182","8:40","7:16","130","133","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.47.3","5","0.0","00:34:32","00:37:41","780","909"
Running,2020-10-09 16:45:21,false,"Shawnee Running","5.00","467","00:44:13","160","182","169","185","8:50","7:22","116","145","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.24.8","6","0.0","00:43:51","00:47:01","763","905"
Running,2020-10-06 17:18:12,false,"Shawnee Running","3.01","281","00:26:34","160","183","170","179","8:50","7:42","106","124","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.74.6","4","0.0","00:26:27","00:28:40","781","905"
Running,2020-10-02 16:29:37,false,"Shawnee Running","4.01","372","00:35:13","160","182","171","185","8:47","7:27","100","118","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.26.2","5","0.0","00:35:04","00:38:24","780","907"
Running,2020-09-30 16:09:02,false,"Shawnee Running","5.00","500","00:45:43","165","184","166","183","9:08","7:39","93","132","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.90.2","6","0.0","00:45:28","00:47:10","764","907"
Running,2020-09-28 16:38:53,false,"Shawnee Running","3.00","285","00:26:02","162","183","172","177","8:40","7:56","132","85","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.34.5","4","0.0","00:26:01","00:26:02","771","853"
Running,2020-09-21 16:24:42,false,"Shawnee Running","4.01","434","00:39:04","165","187","155","218","9:45","7:40","120","129","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:06.84.6","5","0.0","00:38:48","00:40:54","780","904"
Running,2020-09-14 16:25:30,false,"Shawnee Running","4.00","418","00:36:31","167","189","165","179","9:07","7:00","125","134","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.45.9","5","0.0","00:36:17","00:40:58","780","907"
Running,2020-09-01 17:01:26,false,"Shawnee Running","3.00","291","00:26:23","161","185","170","185","8:47","7:18","92","120","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.36.8","4","0.0","00:26:06","00:31:13","780","905"
Running,2020-08-26 17:11:43,false,"Shawnee Running","3.00","300","00:27:01","162","185","170","181","9:00","7:34","76","106","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.78.9","4","0.0","00:26:44","00:29:43","787","905"
Running,2020-08-19 17:06:25,false,"Shawnee Running","3.01","296","00:26:49","162","184","169","183","8:56","7:19","105","125","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.12.1","4","0.0","00:26:24","00:30:58","787","904"
Running,2020-08-17 16:51:52,false,"Shawnee Running","3.00","297","00:26:48","162","185","170","206","8:56","7:34","88","107","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.75.9","4","0.0","00:26:32","00:31:08","787","906"
Running,2020-08-12 16:58:12,false,"Shawnee Running","3.00","284","00:28:39","153","182","160","185","9:33","7:39","92","118","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.74","4","0.0","00:28:27","00:32:15","780","903"
Running,2020-08-10 16:04:23,false,"Shawnee Running","3.00","300","00:26:32","166","187","170","179","8:50","7:44","93","121","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.18.8","4","0.0","00:26:26","00:27:59","780","905"
Running,2020-08-07 16:29:14,false,"Shawnee Running","4.00","412","00:37:00","165","188","165","187","9:15","7:23","129","132","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.04.7","5","0.0","00:36:54","00:38:46","780","907"
Running,2020-08-04 16:38:55,false,"Shawnee Running","4.00","421","00:36:27","170","186","169","179","9:07","7:54","135","132","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:43.66.3","4","0.0","00:36:19","00:37:33","780","918"
Running,2020-07-27 16:32:18,false,"Shawnee Running","4.01","406","00:40:18","155","186","157","221","10:03","7:41","502","499","1.02","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:07.13.9","5","0.0","00:40:05","00:41:40","787","931"
Running,2020-07-24 16:21:16,false,"Shawnee Running","3.00","324","00:30:43","161","185","155","179","10:14","7:49","522","449","1.01","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.77.3","4","0.0","00:30:22","00:34:11","768","970"
Running,2020-07-21 16:11:57,false,"Shawnee Running","3.00","313","00:28:21","164","187","162","183","9:26","7:39","97","122","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.83","4","0.0","00:28:10","00:30:30","780","903"
Running,2020-07-15 16:29:49,false,"Shawnee Running","3.00","307","00:27:12","167","188","167","185","9:04","7:09","85","120","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.43.3","4","0.0","00:26:59","00:30:38","780","905"
Running,2020-07-13 16:37:39,false,"Shawnee Running","3.01","320","00:27:54","168","189","166","181","9:17","7:30","98","126","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.44.8","4","0.0","00:27:43","00:31:19","780","907"
Running,2020-07-08 16:47:12,false,"Shawnee Running","3.00","328","00:30:00","163","188","157","226","9:59","7:51","80","123","1.03","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.41.1","4","0.0","00:29:42","00:32:46","780","905"
Running,2020-06-30 16:50:50,false,"Shawnee Running","3.00","321","00:28:44","166","186","158","183","9:34","7:35","86","123","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.88.8","4","0.0","00:28:29","00:33:33","781","908"
Running,2020-06-24 16:35:45,false,"Shawnee Running","3.00","314","00:27:20","168","188","167","183","9:06","7:17","96","125","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:47.82.2","3","0.0","00:27:08","00:30:50","780","906"
Running,2020-06-22 16:39:41,false,"Shawnee Running","3.00","335","00:28:40","170","189","161","181","9:32","7:35","93","120","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.64.9","4","0.0","00:28:26","00:31:09","780","905"
Running,2020-06-15 16:58:15,false,"Shawnee Running","3.00","351","00:30:20","168","188","154","181","10:06","7:42","91","123","1.03","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.88","4","0.0","00:30:04","00:33:29","779","905"
Running,2020-06-09 17:38:02,false,"Shawnee Running","3.01","335","00:29:20","166","193","159","179","9:45","7:45","96","125","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.42.4","4","0.0","00:28:54","00:34:04","779","906"
Running,2020-05-20 15:11:38,false,"Shawnee Running","4.00","400","00:36:16","164","186","168","218","9:04","7:23","122","126","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:43.33","4","0.0","00:35:58","00:41:52","780","907"
Running,2020-05-15 14:58:33,false,"Shawnee Running","3.00","297","00:25:49","167","186","171","211","8:36","7:41","97","126","1.10","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.59.8","4","0.0","00:25:37","00:29:49","780","907"
Running,2020-05-11 16:22:03,false,"Shawnee Running","4.01","396","00:34:47","167","184","170","187","8:41","6:58","123","126","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.47","5","0.0","00:34:39","00:37:52","778","907"
Running,2020-05-08 16:51:04,false,"Shawnee Running","4.00","396","00:36:20","163","184","165","185","9:05","7:06","117","120","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:44.46.1","4","0.0","00:36:06","00:38:59","780","907"
Running,2020-05-06 16:05:20,false,"Shawnee Running","4.00","411","00:35:28","168","189","170","184","8:51","7:30","400","384","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.76.3","5","0.0","00:35:22","00:38:40","756","903"
Running,2020-05-01 16:18:26,false,"Shawnee Running","3.00","300","00:27:16","162","184","165","183","9:04","7:37","96","126","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.58.2","4","0.0","00:27:04","00:30:36","780","907"
Running,2020-04-25 18:02:39,false,"Shawnee Running","5.00","530","00:44:52","171","187","169","179","8:58","7:51","114","141","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.31.2","6","0.0","00:44:35","00:46:54","764","905"
Running,2020-04-20 15:57:12,false,"Shawnee Running","4.00","397","00:36:09","163","182","167","181","9:02","7:33","130","126","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:35.38.8","4","0.0","00:35:54","00:38:58","780","908"
Running,2020-04-15 15:31:04,false,"Shawnee Running","4.00","400","00:35:14","167","184","170","185","8:48","7:27","134","130","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.15.4","5","0.0","00:35:02","00:36:51","780","908"
Running,2020-04-14 15:18:30,false,"Shawnee Running","5.00","505","00:43:57","169","184","170","183","8:47","7:32","123","159","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.96.2","6","0.0","00:43:45","00:45:43","763","906"
Running,2020-04-07 15:09:16,false,"Shawnee Running","3.01","310","00:27:33","165","187","163","183","9:10","7:35","93","125","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.47.1","4","0.0","00:27:21","00:29:58","780","906"
